snapshot,source_requests,source_workflows,feature_ablation,evaluated_requests,session_f1,session_purity,project_f1,org_f1,reconstructed_workflows,workflow_purity,workflow_pairwise_order_accuracy,pure_ordered_clusters,ordered_pairs
full_turns_first_1000,1000,86,no_semantic,333,0.8036006546644845,0.8918918918918919,1.0,1.0,76,0.9565789473684211,0.8508771929824562,70,401
full_turns_first_1000,1000,86,no_shingles,333,0.0,1.0,1.0,1.0,333,1.0,0.0,0,0
full_turns_first_4000,4000,334,no_semantic,1334,0.9652341863833896,0.9760119940029985,1.0,1.0,326,0.9887525562372188,0.8410020449897752,319,1909
full_turns_first_4000,4000,334,no_shingles,1334,0.0,1.0,1.0,1.0,1334,1.0,0.0,0,0
full_turns_first_8000,8000,671,no_semantic,2665,0.9708029197080292,0.9804878048780488,0.9960960374780402,0.986508285672386,655,0.9910941475826971,0.8376590330788803,643,3846
full_turns_first_8000,8000,671,no_shingles,2665,0.0,1.0,0.9960960374780402,0.986508285672386,2665,1.0,0.0,0,0
full_turns_first_12000,12000,1000,no_semantic,4000,0.9702457956015523,0.979,0.9964939618231399,0.9872773536895675,979,0.9899557371467483,0.8363976847122915,960,5760
full_turns_first_12000,12000,1000,no_shingles,4000,0.0,1.0,0.9964939618231399,0.9872773536895675,4000,1.0,0.0,0,0
