method,level,unit_level,iterations,observed_precision,observed_recall,observed_f1,precision_mean,precision_ci_low,precision_ci_high,recall_mean,recall_ci_low,recall_ci_high,f1_mean,f1_ci_low,f1_ci_high,units,requests
provider_lowcost,session,session,100,0.6791340080663572,0.5408787878787878,0.6021726662393306,0.6834123251998657,0.6338088372640991,0.7323995537593562,0.5398821212121212,0.5319871212121212,0.5482128787878788,0.6029940545460157,0.5835782986705851,0.622558060437564,1000,12000
provider_lowcost,user,session,100,0.8540252182347235,0.014930308271441652,0.029347554370469126,0.85114310517516,0.7346167782800102,0.9209343085092543,0.014950018828089037,0.012462690341112224,0.017524572383934844,0.029378552942295844,0.02455179042365132,0.03434139499029333,1000,12000
provider_lowcost,project,session,100,1.0,0.3946996622000224,0.5659995092813267,1.0,1.0,1.0,0.394581343889483,0.3856493303587367,0.40559871700781425,0.5658571499221007,0.5566333725118797,0.5771184366023135,1000,12000
provider_lowcost,org,session,100,1.0,0.3710893388126023,0.5413058482884492,1.0,1.0,1.0,0.3711342443257968,0.3625842275144976,0.3816896379335268,0.5413340295383497,0.5322008168791512,0.5524969070336698,1000,12000
