method,level,unit_level,iterations,observed_precision,observed_recall,observed_f1,precision_mean,precision_ci_low,precision_ci_high,recall_mean,recall_ci_low,recall_ci_high,f1_mean,f1_ci_low,f1_ci_high,units,requests
provider_lowcost,session,session,500,0.9422110552763819,1.0,0.9702457956015523,0.943114635688342,0.8981510963478021,0.9765625,1.0,1.0,1.0,0.970622208327299,0.946342762428828,0.9881422924901184,1000,4000
provider_lowcost,project,session,500,0.9930124223602484,1.0,0.9964939618231399,0.9926295957214006,0.9753921577615607,1.0,1.0,1.0,1.0,0.9962897799676778,0.9875427985640357,1.0,1000,4000
provider_lowcost,org,session,500,0.9748743718592965,1.0,0.9872773536895675,0.9749048169231331,0.9384033084732655,0.9956176361882612,1.0,1.0,1.0,0.9872264862884829,0.9682229484386347,0.9978040050100352,1000,4000
